State,Country,Latitude,Longtitude,Confirmed,Deaths,Recovered,Active,Fatality Ratio
Stockholm,Sweden,59.6025,18.1384,23739,2400,0,21339,10.10994566
Uppsala,Sweden,60.0092,17.2715,3919,243,0,3676,6.200561368
Varmland,Sweden,59.7294,13.2354,1241,73,0,1168,5.882352941
Vasterbotten,Sweden,65.3337,16.5162,905,31,0,874,3.425414365
Vasternorrland,Sweden,63.4276,17.7292,1881,136,0,1745,7.230196704
Vastmanland,Sweden,59.6714,16.2159,2854,183,0,2671,6.412053259
Vastra Gotaland,Sweden,58.2528,13.0596,19514,860,0,18654,4.407092344
,Switzerland,46.8182,8.2275,49283,2045,40500,6738,4.149503886
,Syria,34.802075,38.996815,3731,168,918,2645,4.502814259
,Taiwan*,23.7,121,503,7,478,18,1.391650099
,Tajikistan,38.861,71.2761,9259,73,8026,1160,0.788422076
,Tanzania,-6.369028,34.888822,509,21,183,305,4.125736739
,Thailand,15.870032,100.992541,3497,58,3328,111,1.658564484
,Timor-Leste,-8.874217,125.727539,27,0,26,1,0
,Togo,8.6195,0.8248,1640,41,1251,348,2.5
,Trinidad and Tobago,10.6918,-61.2225,3651,60,1586,2005,1.643385374
,Tunisia,33.886917,9.537499,8570,133,2342,6095,1.551925321
,Turkey,38.9637,35.2433,299810,7377,264805,27628,2.460558354
Alabama,US,32.53952745,-86.64408227,1664,24,0,1640,1.442307692
Alabama,US,30.72774991,-87.72207058,5033,48,0,4985,0.953705543
Alabama,US,31.868263,-85.3871286,824,7,0,817,0.849514563
Alabama,US,32.99642064,-87.1251146,619,10,0,609,1.615508885
Alabama,US,33.98210918,-86.56790593,1527,14,0,1513,0.916830386
Alabama,US,32.10030533,-85.71265535,585,14,0,571,2.393162393
Alabama,US,31.75300095,-86.68057478,906,38,0,868,4.194260486
Alabama,US,33.77483727,-85.82630386,3249,39,0,3210,1.200369344
Alabama,US,32.91360079,-85.39072749,1117,42,0,1075,3.76007162
Alabama,US,34.17805983,-85.60638968,548,16,0,532,2.919708029
Alabama,US,32.85044126,-86.7173256,1463,27,0,1436,1.845522898
Alabama,US,32.02227341,-88.2656443,344,12,0,332,3.488372093
Alabama,US,31.68099859,-87.83548597,1046,17,0,1029,1.625239006
Alabama,US,33.26984193,-85.85836077,531,7,0,524,1.31826742
Alabama,US,33.67679204,-85.52005899,316,6,0,310,1.898734177
Alabama,US,31.39932826,-85.98901039,1248,8,0,1240,0.641025641
Alabama,US,34.69847452,-87.80168544,1581,26,0,1555,1.644528779
Alabama,US,31.43401703,-86.99320044,517,11,0,506,2.127659574
Alabama,US,32.93690146,-86.24847739,160,3,0,157,1.875
Alabama,US,31.2477854,-86.45050893,1303,27,0,1276,2.072141213
Alabama,US,31.72941803,-86.31593104,519,31,0,488,5.973025048
Alabama,US,34.13020303,-86.86888037,1808,17,0,1791,0.940265487
Alabama,US,31.43037123,-85.61095742,1300,43,0,1257,3.307692308
Alabama,US,32.32688101,-87.1086671,1732,26,0,1706,1.501154734
Alabama,US,34.45946862,-85.80782906,2326,19,0,2307,0.816852966
Alabama,US,32.59785413,-86.14415284,2497,47,0,2450,1.88225871
Alabama,US,31.1256789,-87.15918694,1554,24,0,1530,1.544401544
Alabama,US,34.04567266,-86.04051873,3306,45,0,3261,1.361161525
Alabama,US,33.72076938,-87.73886638,415,9,0,406,2.168674699
Alabama,US,34.44235334,-87.84289505,1734,28,0,1706,1.614763552
Alabama,US,31.09389027,-85.83572839,556,4,0,552,0.71942446
Alabama,US,32.85504247,-87.95684022,300,15,0,285,5
Alabama,US,32.76039258,-87.63284988,610,28,0,582,4.590163934
Alabama,US,31.51148016,-85.24267944,459,4,0,455,0.871459695
Alabama,US,31.15197924,-85.29939599,2644,22,0,2622,0.832072617
Alabama,US,34.78144169,-85.99750489,1485,11,0,1474,0.740740741
Alabama,US,33.55554728,-86.895063,18772,333,0,18439,1.773918602
Alabama,US,33.77995024,-88.09668032,337,2,0,335,0.59347181
Alabama,US,34.90171875,-87.65624729,1616,33,0,1583,2.042079208
Alabama,US,34.52041498,-87.31069453,578,20,0,558,3.460207612
Alabama,US,32.60154883,-85.35132246,5603,59,0,5544,1.053007318
Alabama,US,34.81185586,-86.98310072,1942,19,0,1923,0.978372812
Alabama,US,32.1597283,-86.65158371,645,27,0,618,4.186046512
Alabama,US,32.38759944,-85.69267724,467,20,0,447,4.282655246
Alabama,US,34.76327133,-86.55069633,7422,75,0,7347,1.010509297
Alabama,US,32.24767634,-87.78796182,696,19,0,677,2.729885057
Alabama,US,34.13697363,-87.88704173,921,28,0,893,3.040173724
Alabama,US,34.36975964,-86.30486727,3784,42,0,3742,1.109936575
Alabama,US,30.78472347,-88.20842409,12975,289,0,12686,2.227360308
Alabama,US,31.56729412,-87.36995001,573,8,0,565,1.396160558
Alabama,US,32.2206831,-86.20969272,8598,173,0,8425,2.012095836
Alabama,US,34.45500589,-86.85475946,3142,26,0,3116,0.827498409
Alabama,US,,,0,0,0,0,
Alabama,US,32.64048341,-87.29770589,536,6,0,530,1.119402985
Alabama,US,33.28094866,-88.08818103,628,14,0,614,2.229299363
Alabama,US,31.80396383,-85.9408295,1135,9,0,1126,0.792951542
Alabama,US,33.29526734,-85.45708831,591,12,0,579,2.030456853
Alabama,US,32.28725256,-85.18415324,1692,2,0,1690,0.11820331
Alabama,US,33.26879845,-86.66232561,5572,50,0,5522,0.897343862
Alabama,US,33.71902176,-86.31029372,2198,35,0,2163,1.592356688
Alabama,US,32.59117397,-88.19916205,417,19,0,398,4.556354916
Alabama,US,33.37823223,-86.16886178,2034,26,0,2008,1.27826942
Alabama,US,32.86698258,-85.79833053,1129,83,0,1046,7.351638618
Alabama,US,33.28726072,-87.52556818,7081,114,0,6967,1.609942099
Alabama,US,,,0,0,0,0,
Alabama,US,33.80270512,-87.30027177,2191,80,0,2111,3.651300776
Alabama,US,31.4092794,-88.20689944,545,13,0,532,2.385321101
Alabama,US,31.98773215,-87.30891118,530,11,0,519,2.075471698
Alabama,US,34.15030532,-87.37325922,687,12,0,675,1.746724891
Alaska,US,55.32222414,-161.9722021,2,0,0,2,0
